company_codes,desc,industry_codes,publication_date,region_codes,title
",dwitd,onlnfr,tupcrp,onlnfr,","Facebook billionaire Mark Zuckerberg is enjoying a dream honeymoon with his bride.

But when it comes to his finances, Mark Zuckerberg suffered something of a nightmare yesterday.",",iint,imed,isocial,",1338422400000,",azerb,asiaz,dvpcoz,ussrz,wasiaz,",Mark Zuckerberg is out of top 40 rich list
",onlnfr,onlnfr,","Oct. 24--There's hundreds of them, each one more lurid, profane and hateful than the last.

A clique of teenage girls at Choate Rosemary Hall school in Wallingford exchanged Facebook posts about their sexual activities and vicious attacks against other girls they did not like.",",iint,imed,isocial,",1287878400000,",usct,namz,usa,use,",Facebook fallout
",onlnfr,onlnfr,","Being on Facebook or other social networking sites does not, by itself, create a conflict of interest for judges, the Maryland Judicial Ethics Committee has ruled.

However, the committee did not specify just what judges can and cannot do on those sites.",",iint,imed,isocial,",1340150400000,",usmd,namz,usa,use,",Maryland Judicial Ethics Committee rules state's judges can be on Facebook
",onlnfr,onlnfr,","Indecent Proposal: Saudi King to buy Facebook to End the Arab Revolt? When King Abdullah met Mark Zuckerberg Jan 25th (that date ring a bell?), he was assured that Mark would not allow 'revolt' pages to be formed on Facebook.

""Had he seen the movie ""Social Network"", he would have been better advised than to trust Zuckerberg.""",",iint,imed,isocial,",1298937600000,",jordan,asiaz,devgcoz,dvpcoz,meastz,wasiaz,",Saudi King bids for Facebook to gain upperhand in the Arab Revolt
",cmmkya,nlchcs,onlnfr,twnit,","Text of report by Kenyan privately-owned daily newspaper The Standard website on 14 December

Facebook and Twitter users in Kenya who post material passing as hate speech and incitement to violence could soon find themselves in trouble with the law.",",imed,iint,isocial,",1323878614000,",kenya,africaz,devgcoz,dvpcoz,eafrz,","Kenya to boost monitoring of social media ""hate speech"""
",onlnfr,goog,amronl,pzaoob,onlnfr,twnit,","Cannes Lions: Piers Morgan hears that Aaron Sorkin hates Facebook, David Simon loathes Twitter and Eric Schmidt loves Super Bowl ads. By Mark Sweney

Aaron Sorkin, the writer of The West Wing and The Social Network, is not a fan of Facebook. David Simon, the writer of The Wire, doesn't like Twitter. And Google, the online search advertising giant, loves Super Bowl TV ads.",",isocial,iint,imed,",1308787200000,",uk,eecz,eurz,weurz,",TV heavyweights baffled by Twitter and Facebook
",onlnfr,goog,amronl,pzaoob,onlnfr,twnit,","Cannes Lions: Piers Morgan hears that Aaron Sorkin hates Facebook, David Simon loathes Twitter and Eric Schmidt loves Super Bowl ads. By Mark Sweney

Aaron Sorkin, the writer of The West Wing and The Social Network, is not a fan of Facebook. David Simon, the writer of The Wire, doesn't like Twitter. And Google, the online search advertising giant, loves Super Bowl TV ads.",",isocial,iint,imed,",1308787200000,",uk,eecz,eurz,weurz,",TV heavyweights baffled by Twitter and Facebook
",ftrade,ftrade,myspae,specni,","Office of Public Affairs

Myspace Settles FTC Charges That It Misled Millions of Users About Sharing Personal Information with Advertisers",",iint,imed,isocial,",1336435200000,",usa,namz,",Myspace Settles FTC Charges That It Misled Millions of Users About Sharing Personal Information with Advertisers
",goog,onlnfr,","Social media provides a direct ROI that is simple to measure, despite businessmen claiming the contrary, says Alan Devereux, Communications Officer at the British Business Group, Dubai & Northern Emerates.

The common stumbling block in enterprises really embracing social media is uncertainty over whether it provides real ROI and how that can be measured. However, Devereux , who was speaking at the first day of Digital Media Forum 2012 at the Habtoor Grand Hotel, does not understand why these questions are still being asked.",",isocial,iint,imed,",1328832000000,",uk,eecz,eurz,weurz,",Social media offers opportunities that traditional platforms don¡¯t: British Business Group
",onlnfr,","Mumbai, June 13 (IBNS) Looks like social networking sites are not a rage only on college campuses, but the Facebook and Twitter bug seems to have bitten TV heartthrobs too.

Last heard, hunky actor Gurmeet Choudhary, who plays Yash in Zee TV's show Punarvivaah is glued to his Twitter account and tweets at least 5 times a day.",",isocial,iint,imed,",1339545600000,",mumbai,asiaz,bric,devgcoz,dvpcoz,india,indsubz,mahara,sasiaz,","Facebook, Twitter bug TV stars"
",onlnfr,onlnfr,","Facebook Inc. raised the price range for its initial public offering to $34 to $38 a share, from $28 to $35 a share, The Wall Street Journal reports. The IPO put the Menlo Park, Calif.-based social network's valuation at $77 billion to $96 billion, and the new price range raises the company's value to $93 billion to $104 billion. Facebook reported profit of $1 billion last year on revenue of $3.7 billion.

Did you find this article useful? Why not subscribe to St. Louis Business Journal for more articles and leads? Visit bizjournals.com/subscribe or call 1-866-853-3661.",",iint,imed,isocial,",1337040000000,",usmo,namz,usa,usc,",Facebook raises the price range on its IPO
",myspae,onlnfr,onlnfr,newsc,specni,","NEW YORK (AP) - The once-dominant social network MySpace is revamping its home page. It's looking a little more like its more popular and populous rival, Facebook, even as it attempts to set itself apart.

In simplifying its user home page, MySpace is making users' stream wider and more prominent. The stream is the constantly updated flow of status updates and shared content, much like the news feed that is front and center in Facebook.",",iint,imed,isocial,",1281564048000,",usa,namz,","MySpace takes cue from Facebook, simplifies users' pages as it prepares for broader overhaul"
",goog,mcrost,onlnfr,yahcor,yoinco,onlnfr,","NEW DELHI: The government on Tuesday appeared set to dictate a code of conduct for the social media networks and other websites despite an assurance from the likes of Facebook that they would remove content that violates their terms.

Indicating a hardening its stance, sources in the IT ministry insisted that the terms should be in line with Indian community standards so that they do not offend local sensitivities. While communications & IT minister Kapil Sibal reiterated that the government was against censorship, he said that the US laws and community standards could not be applied in India.",",isocial,iint,imed,",1323216000000,",india,asiaz,bric,devgcoz,dvpcoz,indsubz,sasiaz,","Kapil Sibal snaps at social networks, says code of conduct coming"
",onlnfr,onlnfr,sbcoff,feds,","Service linking advertisers to nearby users will grow exponentially, say experts

When the film Minority Report was in cinemas in 2002, they called it science fiction.",",iint,imed,isocial,",1282348800000,",nz,ausnz,apacz,",Facebook Places itself into the future
",onlnfr,onlnfr,","London, Dec. 14 -- Police chiefs have reported that crimes linked to Facebook have reached more than 100,000 across Britain in the last five years. Police chiefs in 16 forces made the revelation, claiming that 7,545 calls from the public since January were concerned with the social networking site. Callers have alerted officers to alleged acts of terrorism, sudden deaths, missing pets and even firearms offences. Frauds, sexual offences and hate crimes were also reported to police, as well as a large number of malicious messages on the site. The figures have been obtained via Freedom of Information Act requests to forces. They compare to just 1,411 calls related to Facebook to police in the whole of 2005, when the network began to gain popularity. The website has been used by criminals to make threats, intimidate, bully and harass. Campaign groups claim sex offenders use websites such as Facebook and conceal their identity to snare children and women.",",iint,imed,isocial,",1292284800000,",eland,uk,eecz,eurz,weurz,",Facebook crime rises by '540pc in 3yrs in UK'
",onlnfr,onlnfr,","Social media is growing in popularity, but I sometimes wonder if anyone has a clue as to exactly where all this is going.

Yes, I use Facebook on a regular basis. While I value all 370 of my FB friends, I don't know how some of them became my friends. As you know if you use Facebook, you either ask someone to be your friend, or you receive a request and confirm it or deny it. I know some of my friends somehow got on my list without me doing anything. I wonder if they scratch their heads, as well, wondering who the heck I am.",",isocial,iint,imed,",1313280000000,",usil,namz,usa,usc,",Where is all this social media going?
",onlnfr,onlnfr,","Here are excerpts from Facebook CEO Mark Zuckerberg's letter to prospective investors, released Wednesday.

On starting the site:",",iint,imed,isocial,",1328054400000,",usca,namz,usa,usw,",Highlights from Mark Zuckerberg's letter to investors
",onlnfr,onlnfr,","FACEBOOK founder Mark Zuckerberg says emails and a document that form the basis of a New York man's lawsuit claiming part ownership of the social networking phenomenon are fakes.

Mr Zuckerberg's statements were included in papers filed yesterday by his lawyers in the Federal Court in Buffalo. The lawyers want expedited access to the original materials, copies of which were filed with Paul Ceglia's lawsuit, and to examine Mr Ceglia's computers and electronic media.",",iint,imed,isocial,",1307145600000,",usny,namz,usa,use,",Facebook contract `a fraud'
",tuoqa,onlnfr,onlnfr,","FACEBOOK has become an extension of the high school playground, but a place where insults and bullying is done before an audience of thousands.

University of Queensland social media expert Dr Nicholas Carah said many of the behaviours expressed on Facebook, such as the Lismore Root-Rater page, which allows users to give their sexual partners a score out of 10, Avilla Roots and Lismore Goss, were the same as generations of school kids. The crucial difference was the size of the audience and the permanence of the message.",",iint,imed,isocial,",1308096000000,",queensl,apacz,ausnz,austr,",Facebook playground of the 21st century
